Id,MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1099,50,50.0,6000,3,0,4,6,1936,1950,0.0,3,4,4,4,3,1,672,6,0,0,672,4,4,757,567,0,1324,0,0,1,0,3,1,3,6,6,0,3,1936.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,0,7,2009,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1100,20,82.0,11880,0,0,7,5,1978,1978,206.0,3,4,2,4,3,0,704,6,0,567,1271,4,4,1601,0,0,1601,0,0,2,0,3,1,3,7,6,1,5,1978.0,2,2,478,5,5,2,0,0,0,0,0,0,3,4,0,4,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1101,30,60.0,8400,3,0,2,5,1920,1950,0.0,3,4,4,0,3,5,290,6,0,0,290,4,1,438,0,0,438,0,0,1,0,1,1,1,3,6,0,3,1930.0,3,1,246,5,5,0,0,0,0,0,0,0,3,4,0,1,2009,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1102,20,61.0,9758,0,0,5,5,1971,1971,0.0,3,4,4,4,3,1,412,3,287,251,950,4,4,950,0,0,950,0,0,1,0,3,1,3,5,6,0,3,1981.0,3,1,280,5,5,2,0,0,0,0,0,0,3,4,0,7,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1103,20,70.0,7000,3,0,5,7,1960,2002,45.0,3,4,4,4,3,5,588,6,0,422,1010,0,4,1134,0,0,1134,0,0,1,0,2,1,3,6,6,0,3,1960.0,2,1,254,5,5,2,0,16,0,0,0,0,3,3,0,4,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1104,20,79.0,8910,3,0,6,6,1959,1959,0.0,3,4,4,4,2,0,655,6,0,0,655,0,4,1194,0,0,1194,0,1,1,0,3,1,3,6,6,1,1,1954.0,0,2,539,5,5,2,0,0,192,0,0,0,3,4,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1105,160,24.0,2016,3,0,5,5,1970,1970,304.0,3,4,4,4,3,6,0,6,0,630,630,4,4,630,672,0,1302,0,0,2,1,3,1,3,6,6,0,3,1970.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,0,4,2007,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1106,60,98.0,12256,0,0,8,5,1994,1995,362.0,2,4,0,4,0,2,1032,6,0,431,1463,0,4,1500,1122,0,2622,1,0,2,1,3,1,2,9,6,2,5,1994.0,2,2,712,5,5,2,186,32,0,0,0,0,3,4,0,4,2010,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1107,20,114.0,10357,0,0,7,5,1990,1991,0.0,2,4,2,4,2,2,738,6,0,172,910,2,4,1442,0,0,1442,1,0,2,0,3,1,2,6,6,1,5,1990.0,0,2,719,5,5,2,0,244,0,0,0,0,3,4,0,5,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1108,60,168.0,23257,2,0,7,5,2006,2006,0.0,2,4,0,1,3,6,0,6,0,868,868,0,4,887,1134,0,2021,0,0,2,1,3,1,2,9,6,1,2,2006.0,2,2,422,5,5,2,0,100,0,0,0,0,3,4,0,9,2006,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1109,60,69.69340016708438,8063,3,0,6,5,2000,2000,0.0,3,4,2,4,3,6,0,6,0,924,924,0,4,948,742,0,1690,0,0,2,1,3,1,3,7,6,1,5,2000.0,2,2,463,5,5,2,100,48,0,0,0,0,3,4,0,11,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1110,20,107.0,11362,0,0,8,5,2004,2005,42.0,2,4,0,4,2,2,1039,6,0,797,1836,0,4,1836,0,0,1836,1,0,2,0,3,1,2,7,6,1,2,2004.0,0,3,862,5,5,2,125,185,0,0,0,0,3,4,0,3,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1111,60,69.69340016708438,8000,3,0,6,5,1995,1996,0.0,3,4,2,4,3,2,219,6,0,554,773,2,4,773,885,0,1658,1,0,2,1,3,1,3,8,6,1,5,1995.0,0,2,431,5,5,2,224,84,0,0,0,0,3,4,0,6,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1112,60,80.0,10480,3,0,7,6,1976,1976,660.0,3,4,4,4,3,0,403,6,0,400,803,4,4,1098,866,0,1964,0,0,2,1,4,1,3,8,6,1,2,1976.0,2,2,483,5,5,2,0,69,0,0,0,0,3,4,0,9,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1113,20,73.0,7100,0,0,5,7,1957,1957,0.0,3,4,4,4,3,2,708,6,0,108,816,4,0,816,0,0,816,1,0,1,0,2,1,3,5,6,0,3,1957.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1114,20,66.0,8923,3,0,5,7,1953,2006,0.0,3,4,4,4,3,1,643,6,0,365,1008,2,4,1008,0,0,1008,1,0,1,0,2,1,2,6,6,0,3,1953.0,3,1,240,5,5,2,0,18,0,0,0,0,3,4,0,5,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1115,20,90.0,5400,3,0,5,7,1954,2000,0.0,3,2,4,4,3,5,415,6,0,418,833,0,4,833,0,0,833,0,0,1,0,2,1,2,4,6,0,3,1955.0,3,1,326,5,5,2,0,0,0,0,0,0,3,2,0,8,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1116,20,93.0,12085,3,0,8,5,2007,2007,328.0,2,4,0,4,3,2,1004,6,0,730,1734,0,4,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,2,2007.0,2,3,928,5,5,2,0,0,0,0,0,0,3,4,0,11,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1117,80,69.69340016708438,7750,3,0,8,5,2002,2002,0.0,2,4,2,4,3,2,353,6,0,55,408,0,4,779,640,0,1419,1,0,2,1,3,1,2,7,6,1,5,2002.0,0,2,527,5,5,2,120,0,0,0,0,0,3,4,0,3,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1118,20,57.0,9764,0,0,5,7,1967,2003,0.0,3,4,4,4,3,1,702,6,0,192,894,0,4,894,0,0,894,1,0,1,0,3,1,2,5,6,0,3,1967.0,2,2,450,5,5,2,0,0,0,0,0,0,3,4,0,5,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1119,80,85.0,13825,3,0,5,6,1958,1987,0.0,3,2,4,4,3,6,0,6,0,533,533,4,4,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,3,1958.0,2,1,300,5,5,2,280,34,0,0,0,0,3,4,0,12,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1120,20,70.0,7560,3,0,5,5,1959,1959,0.0,3,4,4,4,3,3,369,6,0,671,1040,4,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,3,1959.0,2,1,286,5,5,2,140,0,252,0,0,0,3,1,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1121,30,59.0,8263,3,1,6,5,1920,1950,0.0,3,4,4,4,3,6,0,6,0,1012,1012,4,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,2,1920.0,3,1,308,5,5,2,0,22,112,0,0,0,3,2,0,5,2007,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1122,20,84.0,10084,3,0,7,5,2005,2006,196.0,2,4,2,4,0,2,24,6,0,1528,1552,0,4,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,3,2005.0,2,3,782,5,5,2,144,20,0,0,0,0,3,4,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1123,20,69.69340016708438,8926,0,0,4,3,1956,1956,0.0,3,4,4,4,3,6,0,6,0,672,672,0,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,3,1956.0,3,1,288,5,5,2,64,0,0,0,160,0,3,2,0,10,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1124,20,50.0,9405,3,0,5,9,1947,2008,0.0,3,0,4,4,3,6,0,6,0,698,698,0,4,698,0,0,698,0,1,1,0,2,1,3,4,6,0,3,0.0,1,0,0,3,3,2,0,200,0,0,0,0,3,4,0,6,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1125,80,69.69340016708438,9125,0,0,7,5,1992,1992,170.0,3,4,2,4,3,6,0,6,0,384,384,2,4,812,670,0,1482,0,0,2,1,3,1,2,7,6,1,5,1992.0,0,2,392,5,5,2,100,25,0,0,0,0,3,4,0,7,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1126,20,60.0,10434,3,0,4,5,1955,1955,0.0,3,4,4,4,3,6,0,6,0,1005,1005,4,4,1005,0,0,1005,0,0,1,0,2,1,1,5,6,1,5,1977.0,3,2,672,1,1,2,0,0,0,0,0,0,3,4,0,11,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1127,120,53.0,3684,3,0,7,5,2007,2007,130.0,2,4,2,4,3,6,0,6,0,1373,1373,0,4,1555,0,0,1555,0,0,2,0,2,1,2,7,6,1,5,2007.0,0,3,660,5,5,2,143,20,0,0,0,0,3,4,0,6,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1128,20,182.0,14572,2,0,7,5,2004,2004,0.0,2,4,2,4,0,2,1300,6,0,230,1530,0,4,1530,0,0,1530,1,0,2,0,3,1,2,7,6,1,2,2004.0,0,3,630,5,5,2,144,36,0,0,0,0,3,4,0,11,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1129,60,59.0,11796,0,0,7,5,2004,2005,0.0,2,4,2,4,0,6,0,6,0,847,847,0,4,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,2,2004.0,0,2,434,5,5,2,100,48,0,0,0,0,3,4,0,7,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1130,90,60.0,7200,3,0,5,5,1980,1980,180.0,3,4,2,4,1,2,936,6,0,0,936,4,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,3,1980.0,3,2,672,5,5,2,49,0,0,0,0,0,3,4,0,8,2007,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1131,50,65.0,7804,3,0,4,3,1928,1950,0.0,3,4,4,4,3,1,622,6,0,500,1122,4,4,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,5,1981.0,3,2,576,5,5,2,431,44,0,0,0,0,3,2,0,12,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1132,20,63.0,10712,3,0,5,5,1991,1992,0.0,3,4,2,4,2,1,212,6,0,762,974,4,4,974,0,0,974,0,0,1,0,3,1,3,5,6,0,3,0.0,1,0,0,3,3,2,0,28,0,0,0,0,3,2,0,9,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1133,70,90.0,9900,3,0,6,4,1880,1950,0.0,3,4,4,4,2,6,0,6,0,1008,1008,4,4,1178,1032,0,2210,0,0,2,0,5,1,1,8,6,0,3,1930.0,3,1,205,1,5,0,0,48,0,0,0,0,3,4,0,5,2007,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1134,60,80.0,9828,0,0,8,5,1995,1995,0.0,2,4,2,4,3,2,584,6,0,544,1128,0,4,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,5,1995.0,2,2,466,5,5,2,0,155,0,0,0,0,3,4,0,6,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1135,60,57.0,8773,0,0,6,5,1997,1997,0.0,3,4,2,4,0,6,0,6,0,916,916,2,4,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,5,1997.0,0,2,460,5,5,2,100,38,0,0,0,0,3,4,0,8,2007,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1136,30,60.0,6180,3,0,6,5,1926,1950,0.0,3,4,4,4,3,6,0,6,0,960,960,4,4,986,0,0,986,0,0,1,0,2,1,3,5,6,1,2,1926.0,3,1,180,5,5,2,0,128,0,0,0,0,3,4,0,5,2007,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
